country,year,iso,ref,Category,Income..net.,incomegroup,id,gdp_ppp_pc_usd2011,avg_gdp,loggdp,population,TFP_yoy,Primary_prct,Secondary_prct,Tertiary_prct,gini,labsh,Pub_spend_Educ,Educ_GINI,life_exp,Component2,Trade
Lithuania,2008,ltu,ltu2008,d4,0.0657,High income,Lithuania2008,23.4535,36.41728788,3.155019737,6427494,1.474892773,0.0978,0.4272,0.4532,0.34778,0.530832946,4.839900017,21.067631,71.81219512,0.220302276,126.8490876
Luxembourg,2008,lux,lux2008,d4,0.0685,High income,Luxembourg2008,95.5645,36.41728788,4.559801412,970508,3.030635406,0.2176,0.5352,0.2472,0.31796,0.562731802,,,80.53902439,-0.173363699,292.2134808
Malta,2008,mlt,mlt2008,d4,0.0718,High income,Malta2008,28.405,36.41728788,3.346565186,409493,0.970292899,0.2006,0.6016,0.1792,0.28445,0.529077768,5.501210213,,79.63658537,0.369531329,298.8180623
Mexico,2008,mex,mex2008,d4,0.0446,Upper middle income,Mexico2008,16.5025,12.736,2.803511885,224477081,0.74127107,0.218,0.4578,0.1156,0.4949,0.358926594,4.82006979,26.20514,75.194,-0.131607733,57.77703093
Netherlands,2008,nld,nld2008,d4,0.0722,High income,Netherlands2008,47.3565,36.41728788,3.857704086,33136839,1.25247236,0.1196,0.6216,0.2392,0.28567,0.586807072,5.029049873,14.808342,80.25121951,-0.636311201,131.059892
Norway,2008,nor,nor2008,d4,0.0752,High income,Norway2008,64.5455,36.41728788,4.167370401,9542423,2.153976378,0.004,0.6988,0.2938,0.26377,0.465508521,6.285220146,7.221411,80.59268293,-0.526090473,74.8893594
Panama,2008,pan,pan2008,d4,0.0423,High income,Panama2008,15.1135,36.41728788,2.715588384,7032472,1.169486443,0.256,0.4284,0.1636,0.51118,0.376381129,3.50229001,27.76647,76.414,0.80176428,166.6981463
Paraguay,2008,pry,pry2008,d4,0.04385,Upper middle income,Paraguay2008,9.0535,12.736,2.203151423,12128413,0.557094891,0.322,0.3208,0.0994,0.49468,0.435925245,,20.64257,72.251,-0.363343423,80.77757466
Peru,2008,per,per2008,d4,0.0475,Upper middle income,Peru2008,9.336,12.736,2.233877895,57204300,0.620289459,0.1226,0.4878,0.1834,0.471915,0.431354672,2.867749929,22.101348,73.826,1.51137049,58.43376739
Poland,2008,pol,pol2008,d4,0.0671,High income,Poland2008,20.2775,36.41728788,3.009511897,76682473,2.349457551,0.0434,0.7582,0.1978,0.32658,0.58587414,5.042399883,26.052563,75.54390244,0.108014037,80.90576094
Portugal,2008,prt,prt2008,d4,0.0632,High income,Portugal2008,27.4205,36.41728788,3.311290909,21247411,1.901699723,0.1324,0.3518,0.1394,0.35673,0.626674235,4.696090221,24.62702,78.52439024,-0.235391558,72.07574292
Slovakia,2008,svk,svk2008,d4,0.078,High income,Slovakia2008,25.289,36.41728788,3.230369519,10798218,1.497040156,0.0228,0.7942,0.1782,0.25449,0.503806055,3.521650076,,74.70487805,-0.92266157,162.0708566
Slovenia,2008,svn,svn2008,d4,0.0787,High income,Slovenia2008,31.0995,36.41728788,3.437191742,4047587,1.347277387,0.032,0.7874,0.1766,0.23202,0.644904971,5.109519958,,78.76585366,-1.304520367,134.7315216
South Africa,2008,zaf,zaf2008,d4,0.0205,Upper middle income,South Africa2008,12.066,12.736,2.49039158,100191601,0.783180456,0.1446,0.6002,0.0602,0.67294,0.515515029,4.866000175,17.285327,55.36,-2.707564799,65.9745238
Spain,2008,esp,esp2008,d4,0.0671,High income,Spain2008,34.105,36.41728788,3.529444001,92066618,1.199414336,0.1514,0.4932,0.2418,0.33493,0.599291563,4.528059959,22.982277,81.17560976,1.060406288,55.98333004
Sweden,2008,swe,swe2008,d4,0.0751,High income,Sweden2008,43.437,36.41728788,3.771311612,18473323,1.762730036,0.1452,0.5692,0.2856,0.27448,0.537469804,6.344550133,10.897975,81.1,-0.276668265,92.56415043
Switzerland,2008,che,che2008,d4,0.065,High income,Switzerland2008,56.941,36.41728788,4.042015644,7622826,1.159011275,0.077,0.6576,0.246,0.32939,0.654553413,4.731929779,9.169031,81.99268293,0.19565348,115.1367451
United Kingdom,2008,gbr,gbr2008,d4,0.0661,High income,United Kingdom2008,37.882,36.41728788,3.634476065,124221317,1.469052448,0,0.718,0.2816,0.33347,0.595150769,4.905139923,6.110688,79.6,0.386631858,56.22129011
Uruguay,2008,ury,ury2008,d4,0.050068028,High income,Uruguay2008,15.332,36.41728788,2.729942148,10031266,1.125339512,0.3534,0.439,0.0926,0.441318363,0.473971903,,18.010189,76.437,0.929773143,65.20809501
Venezuela,2008,ven,ven2008,d4,0.061,Upper middle income,Venezuela2008,18.061,12.736,2.893754917,55777527,0.752730717,0.1532,0.529,0.1736,0.3695,0.37031287,,30.839573,73.071,0.994128915,51.82901238
Argentina,2008,arg,arg2008,d5,0.0658,Upper middle income,Argentina2008,18.576,12.736,2.921870425,40080160,1.345786359,0.3408,0.357,0.1528,0.422675,0.403679103,4.844409943,14.920021,74.952,2.038340827,40.40267338
Australia,2008,aus,aus2008,d5,0.0735,High income,Australia2008,41.214,36.41728788,3.718778004,42674785,1.255794669,0.0666,0.6158,0.3092,0.34539,0.569114029,4.637760162,6.585433,81.39512195,0.427923742,42.88502151
Austria,2008,aut,aut2008,d5,0.0819,High income,Austria2008,44.343,36.41728788,3.791954861,16679979,1.495655877,0.1162,0.6772,0.2066,0.29701,0.562085688,5.263959885,4.035658,80.43170732,-0.327794794,102.0736827
Belgium,2008,bel,bel2008,d5,0.083,High income,Belgium2008,41.353,36.41728788,3.72214497,21557937,1.596047394,0.1356,0.6042,0.23,0.27673,0.618209302,6.332940102,16.542078,79.6804878,-0.431438756,161.0884478
Bolivia,2008,bol,bol2008,d5,0.0576,Lower middle income,Bolivia2008,5.1585,4.947625,1.64064584,19321312,0.627581152,0.1542,0.4872,0.1304,0.496485,0.451006353,,24.381922,66.937,1.102829651,82.8670212
Brazil,2008,bra,bra2008,d5,0.05205,Upper middle income,Brazil2008,13.84,12.736,2.62756295,385009381,0.739348569,0.2206,0.447,0.09,0.5217,0.549669921,5.268839836,27.372047,72.966,-0.59857859,27.25756936
Bulgaria,2008,bgr,bgr2008,d5,0.0786,Upper middle income,Bulgaria2008,15.3915,12.736,2.733815409,15034415,1.883344527,0.0572,0.7022,0.2158,0.32865,0.497731388,4.222380161,18.306453,72.96341463,0.524221962,124.7858857
Colombia,2008,col,col2008,d5,0.0489,Upper middle income,Colombia2008,10.526,12.736,2.353848387,178959604,0.733626114,0.2788,0.3432,0.1454,0.546685,0.461115152,3.938780069,23.878588,74.962,-0.440693946,39.16764942
Costa Rica,2008,cri,cri2008,d5,0.05665,Upper middle income,Costa Rica2008,12.7865,12.736,2.548389927,8892631,0.904014092,0.3648,0.3058,0.1542,0.47501,0.575477958,4.886970043,33.019276,78.491,0.463341501,86.40151271
Cote d'Ivoire,2008,civ,civ2008,d5,0.0512,Lower middle income,Cote d'Ivoire2008,2.665,4.947625,0.980204058,39103554,0.531705651,0.1874,0.138,0.0282,0.53738,0.369449377,4.341259956,65.397947,51.682,-2.153221132,61.9406213
Cyprus,2008,cyp,cyp2008,d5,0.0772,High income,Cyprus2008,26.193,36.41728788,3.265492199,1081568,1.398759366,0.1446,0.5218,0.2902,0.3086,0.563791156,6.722760201,21.551635,79.071,-1.187283754,112.925717
Czechia,2008,cze,cze2008,d5,0.0839,High income,Czechia2008,29.261,36.41728788,3.376255571,20849061,1.586416012,0.0044,0.8232,0.1674,0.25565,0.517450988,3.727190018,,76.97560976,-2.092416608,123.7424991
Denmark,2008,dnk,dnk2008,d5,0.0852,High income,Denmark2008,45.8315,36.41728788,3.824971628,10995526,1.326845288,0.004,0.75,0.245,0.24666,0.649350703,7.4760499,6.616544,78.44634146,-1.063113729,104.8282299
Dominican Republic,2008,dom,dom2008,d5,0.0578,Upper middle income,Dominican Republic2008,10.554,12.736,2.356504935,19094599,0.898351146,0.1128,0.4316,0.1274,0.470315,0.459390879,,34.94643,71.559,-0.186445227,61.39205309
Ecuador,2008,ecu,ecu2008,d5,0.05735,Upper middle income,Ecuador2008,9.258,12.736,2.225488043,28983302,0.77237988,0.2498,0.3684,0.1422,0.48303,0.600423098,,23.513846,74.705,0.368937562,68.05694738
Estonia,2008,est,est2008,d5,0.0772,High income,Estonia2008,25.9145,36.41728788,3.254802658,2679779,1.640135168,0.065,0.5634,0.3686,0.31224,0.606481671,5.477379799,16.514578,73.77073171,0.220324588,136.6890511
Finland,2008,fin,fin2008,d5,0.0817,High income,Finland2008,42.5245,36.41728788,3.75008038,10639354,1.799034751,0.1662,0.5376,0.2962,0.27156,0.570322931,5.83010006,15.902394,79.56829268,-0.918337612,86.18433583
France,2008,fra,fra2008,d5,0.0768,High income,France2008,38.8265,36.41728788,3.659103003,124538775,1.408492396,0.2094,0.5362,0.236,0.32065,0.607688725,,20.24678,81.21463415,-0.786286599,57.39708289
Germany,2008,deu,deu2008,d5,0.0785,High income,Germany2008,41.5005,36.41728788,3.725705475,162196696,1.399198123,0.0526,0.6784,0.2696,0.303435,0.604603648,4.435949802,11.176554,79.73658537,-0.391421767,81.52480473
Greece,2008,grc,grc2008,d5,0.0786,High income,Greece2008,31.4585,36.41728788,3.448669217,22459959,1.006493714,0.25,0.4362,0.238,0.32766,0.539658546,,22.956049,79.93902439,0.140223475,59.32971553
Honduras,2008,hnd,hnd2008,d5,0.0512,Lower middle income,Honduras2008,4.0565,4.947625,1.400320533,15853613,0.771271432,0.2788,0.2062,0.033,0.53687,0.594725966,,24.601191,72.803,0.184854986,135.7489552
Hungary,2008,hun,hun2008,d5,0.0851,High income,Hungary2008,23.852,36.41728788,3.171868071,9991867,1.234675887,0.0494,0.7392,0.2062,0.26934,0.595372498,4.973589897,8.347207,73.70243902,-0.469160995,158.2765079
Iceland,2008,isl,isl2008,d5,0.0774,High income,Iceland2008,45.615,36.41728788,3.82023661,621739,2.189501348,0.025,0.7014,0.273,0.30858,0.589344144,7.036019802,14.567632,81.6097561,-1.970079156,82.6880267
Ireland,2008,irl,irl2008,d5,0.0797,High income,Ireland2008,47.583,36.41728788,3.862475555,8905460,1.784172633,0.1964,0.4254,0.3734,0.30203,0.530432582,5.448490143,17.03395,80.09512195,-0.288230556,160.0394442
Italy,2008,ita,ita2008,d5,0.07875,High income,Italy2008,37.708,36.41728788,3.629872274,118424501,1.030426034,0.19,0.6426,0.1186,0.332845,0.514003694,4.387949944,16.746737,81.48536585,0.648777981,54.4928758
Latvia,2008,lva,lva2008,d5,0.0737,High income,Latvia2008,21.441,36.41728788,3.065304977,4343129,1.671285719,0.0432,0.729,0.2214,0.36332,0.571724534,5.381169796,13.88248,72.4195122,1.307243022,91.17645536
Lithuania,2008,ltu,ltu2008,d5,0.0756,High income,Lithuania2008,23.4535,36.41728788,3.155019737,6427494,1.474892773,0.0978,0.4272,0.4532,0.34778,0.530832946,4.839900017,21.067631,71.81219512,0.220302276,126.8490876
Luxembourg,2008,lux,lux2008,d5,0.0783,High income,Luxembourg2008,95.5645,36.41728788,4.559801412,970508,3.030635406,0.2176,0.5352,0.2472,0.31796,0.562731802,,,80.53902439,-0.173363699,292.2134808
Malta,2008,mlt,mlt2008,d5,0.0821,High income,Malta2008,28.405,36.41728788,3.346565186,409493,0.970292899,0.2006,0.6016,0.1792,0.28445,0.529077768,5.501210213,,79.63658537,0.369531329,298.8180623
Mexico,2008,mex,mex2008,d5,0.056,Upper middle income,Mexico2008,16.5025,12.736,2.803511885,224477081,0.74127107,0.218,0.4578,0.1156,0.4949,0.358926594,4.82006979,26.20514,75.194,-0.131607733,57.77703093
Netherlands,2008,nld,nld2008,d5,0.0811,High income,Netherlands2008,47.3565,36.41728788,3.857704086,33136839,1.25247236,0.1196,0.6216,0.2392,0.28567,0.586807072,5.029049873,14.808342,80.25121951,-0.636311201,131.059892
Norway,2008,nor,nor2008,d5,0.0835,High income,Norway2008,64.5455,36.41728788,4.167370401,9542423,2.153976378,0.004,0.6988,0.2938,0.26377,0.465508521,6.285220146,7.221411,80.59268293,-0.526090473,74.8893594
Panama,2008,pan,pan2008,d5,0.0548,High income,Panama2008,15.1135,36.41728788,2.715588384,7032472,1.169486443,0.256,0.4284,0.1636,0.51118,0.376381129,3.50229001,27.76647,76.414,0.80176428,166.6981463
Paraguay,2008,pry,pry2008,d5,0.0547,Upper middle income,Paraguay2008,9.0535,12.736,2.203151423,12128413,0.557094891,0.322,0.3208,0.0994,0.49468,0.435925245,,20.64257,72.251,-0.363343423,80.77757466
Peru,2008,per,per2008,d5,0.06115,Upper middle income,Peru2008,9.336,12.736,2.233877895,57204300,0.620289459,0.1226,0.4878,0.1834,0.471915,0.431354672,2.867749929,22.101348,73.826,1.51137049,58.43376739
Poland,2008,pol,pol2008,d5,0.0777,High income,Poland2008,20.2775,36.41728788,3.009511897,76682473,2.349457551,0.0434,0.7582,0.1978,0.32658,0.58587414,5.042399883,26.052563,75.54390244,0.108014037,80.90576094
Portugal,2008,prt,prt2008,d5,0.0734,High income,Portugal2008,27.4205,36.41728788,3.311290909,21247411,1.901699723,0.1324,0.3518,0.1394,0.35673,0.626674235,4.696090221,24.62702,78.52439024,-0.235391558,72.07574292
Slovakia,2008,svk,svk2008,d5,0.0865,High income,Slovakia2008,25.289,36.41728788,3.230369519,10798218,1.497040156,0.0228,0.7942,0.1782,0.25449,0.503806055,3.521650076,,74.70487805,-0.92266157,162.0708566
Slovenia,2008,svn,svn2008,d5,0.087,High income,Slovenia2008,31.0995,36.41728788,3.437191742,4047587,1.347277387,0.032,0.7874,0.1766,0.23202,0.644904971,5.109519958,,78.76585366,-1.304520367,134.7315216
South Africa,2008,zaf,zaf2008,d5,0.027,Upper middle income,South Africa2008,12.066,12.736,2.49039158,100191601,0.783180456,0.1446,0.6002,0.0602,0.67294,0.515515029,4.866000175,17.285327,55.36,-2.707564799,65.9745238
Spain,2008,esp,esp2008,d5,0.0787,High income,Spain2008,34.105,36.41728788,3.529444001,92066618,1.199414336,0.1514,0.4932,0.2418,0.33493,0.599291563,4.528059959,22.982277,81.17560976,1.060406288,55.98333004
Sweden,2008,swe,swe2008,d5,0.0836,High income,Sweden2008,43.437,36.41728788,3.771311612,18473323,1.762730036,0.1452,0.5692,0.2856,0.27448,0.537469804,6.344550133,10.897975,81.1,-0.276668265,92.56415043
Switzerland,2008,che,che2008,d5,0.0762,High income,Switzerland2008,56.941,36.41728788,4.042015644,7622826,1.159011275,0.077,0.6576,0.246,0.32939,0.654553413,4.731929779,9.169031,81.99268293,0.19565348,115.1367451
United Kingdom,2008,gbr,gbr2008,d5,0.0761,High income,United Kingdom2008,37.882,36.41728788,3.634476065,124221317,1.469052448,0,0.718,0.2816,0.33347,0.595150769,4.905139923,6.110688,79.6,0.386631858,56.22129011
Uruguay,2008,ury,ury2008,d5,0.061931972,High income,Uruguay2008,15.332,36.41728788,2.729942148,10031266,1.125339512,0.3534,0.439,0.0926,0.441318363,0.473971903,,18.010189,76.437,0.929773143,65.20809501
Venezuela,2008,ven,ven2008,d5,0.072,Upper middle income,Venezuela2008,18.061,12.736,2.893754917,55777527,0.752730717,0.1532,0.529,0.1736,0.3695,0.37031287,,30.839573,73.071,0.994128915,51.82901238
Argentina,2008,arg,arg2008,d6,0.0799,Upper middle income,Argentina2008,18.576,12.736,2.921870425,40080160,1.345786359,0.3408,0.357,0.1528,0.422675,0.403679103,4.844409943,14.920021,74.952,2.038340827,40.40267338
Australia,2008,aus,aus2008,d6,0.0857,High income,Australia2008,41.214,36.41728788,3.718778004,42674785,1.255794669,0.0666,0.6158,0.3092,0.34539,0.569114029,4.637760162,6.585433,81.39512195,0.427923742,42.88502151
Austria,2008,aut,aut2008,d6,0.0932,High income,Austria2008,44.343,36.41728788,3.791954861,16679979,1.495655877,0.1162,0.6772,0.2066,0.29701,0.562085688,5.263959885,4.035658,80.43170732,-0.327794794,102.0736827
Belgium,2008,bel,bel2008,d6,0.0927,High income,Belgium2008,41.353,36.41728788,3.72214497,21557937,1.596047394,0.1356,0.6042,0.23,0.27673,0.618209302,6.332940102,16.542078,79.6804878,-0.431438756,161.0884478
Bolivia,2008,bol,bol2008,d6,0.0723,Lower middle income,Bolivia2008,5.1585,4.947625,1.64064584,19321312,0.627581152,0.1542,0.4872,0.1304,0.496485,0.451006353,,24.381922,66.937,1.102829651,82.8670212
Brazil,2008,bra,bra2008,d6,0.0656,Upper middle income,Brazil2008,13.84,12.736,2.62756295,385009381,0.739348569,0.2206,0.447,0.09,0.5217,0.549669921,5.268839836,27.372047,72.966,-0.59857859,27.25756936
Bulgaria,2008,bgr,bgr2008,d6,0.09,Upper middle income,Bulgaria2008,15.3915,12.736,2.733815409,15034415,1.883344527,0.0572,0.7022,0.2158,0.32865,0.497731388,4.222380161,18.306453,72.96341463,0.524221962,124.7858857
Colombia,2008,col,col2008,d6,0.06275,Upper middle income,Colombia2008,10.526,12.736,2.353848387,178959604,0.733626114,0.2788,0.3432,0.1454,0.546685,0.461115152,3.938780069,23.878588,74.962,-0.440693946,39.16764942
Costa Rica,2008,cri,cri2008,d6,0.0703,Upper middle income,Costa Rica2008,12.7865,12.736,2.548389927,8892631,0.904014092,0.3648,0.3058,0.1542,0.47501,0.575477958,4.886970043,33.019276,78.491,0.463341501,86.40151271
Cote d'Ivoire,2008,civ,civ2008,d6,0.063,Lower middle income,Cote d'Ivoire2008,2.665,4.947625,0.980204058,39103554,0.531705651,0.1874,0.138,0.0282,0.53738,0.369449377,4.341259956,65.397947,51.682,-2.153221132,61.9406213
Cyprus,2008,cyp,cyp2008,d6,0.0885,High income,Cyprus2008,26.193,36.41728788,3.265492199,1081568,1.398759366,0.1446,0.5218,0.2902,0.3086,0.563791156,6.722760201,21.551635,79.071,-1.187283754,112.925717
Czechia,2008,cze,cze2008,d6,0.0918,High income,Czechia2008,29.261,36.41728788,3.376255571,20849061,1.586416012,0.0044,0.8232,0.1674,0.25565,0.517450988,3.727190018,,76.97560976,-2.092416608,123.7424991
Denmark,2008,dnk,dnk2008,d6,0.0944,High income,Denmark2008,45.8315,36.41728788,3.824971628,10995526,1.326845288,0.004,0.75,0.245,0.24666,0.649350703,7.4760499,6.616544,78.44634146,-1.063113729,104.8282299
Dominican Republic,2008,dom,dom2008,d6,0.07115,Upper middle income,Dominican Republic2008,10.554,12.736,2.356504935,19094599,0.898351146,0.1128,0.4316,0.1274,0.470315,0.459390879,,34.94643,71.559,-0.186445227,61.39205309
Ecuador,2008,ecu,ecu2008,d6,0.0696,Upper middle income,Ecuador2008,9.258,12.736,2.225488043,28983302,0.77237988,0.2498,0.3684,0.1422,0.48303,0.600423098,,23.513846,74.705,0.368937562,68.05694738
Estonia,2008,est,est2008,d6,0.0887,High income,Estonia2008,25.9145,36.41728788,3.254802658,2679779,1.640135168,0.065,0.5634,0.3686,0.31224,0.606481671,5.477379799,16.514578,73.77073171,0.220324588,136.6890511
Finland,2008,fin,fin2008,d6,0.0916,High income,Finland2008,42.5245,36.41728788,3.75008038,10639354,1.799034751,0.1662,0.5376,0.2962,0.27156,0.570322931,5.83010006,15.902394,79.56829268,-0.918337612,86.18433583
France,2008,fra,fra2008,d6,0.0878,High income,France2008,38.8265,36.41728788,3.659103003,124538775,1.408492396,0.2094,0.5362,0.236,0.32065,0.607688725,,20.24678,81.21463415,-0.786286599,57.39708289
Germany,2008,deu,deu2008,d6,0.0895,High income,Germany2008,41.5005,36.41728788,3.725705475,162196696,1.399198123,0.0526,0.6784,0.2696,0.303435,0.604603648,4.435949802,11.176554,79.73658537,-0.391421767,81.52480473
Greece,2008,grc,grc2008,d6,0.0907,High income,Greece2008,31.4585,36.41728788,3.448669217,22459959,1.006493714,0.25,0.4362,0.238,0.32766,0.539658546,,22.956049,79.93902439,0.140223475,59.32971553
Honduras,2008,hnd,hnd2008,d6,0.0657,Lower middle income,Honduras2008,4.0565,4.947625,1.400320533,15853613,0.771271432,0.2788,0.2062,0.033,0.53687,0.594725966,,24.601191,72.803,0.184854986,135.7489552
Hungary,2008,hun,hun2008,d6,0.0952,High income,Hungary2008,23.852,36.41728788,3.171868071,9991867,1.234675887,0.0494,0.7392,0.2062,0.26934,0.595372498,4.973589897,8.347207,73.70243902,-0.469160995,158.2765079
Iceland,2008,isl,isl2008,d6,0.0867,High income,Iceland2008,45.615,36.41728788,3.82023661,621739,2.189501348,0.025,0.7014,0.273,0.30858,0.589344144,7.036019802,14.567632,81.6097561,-1.970079156,82.6880267
Ireland,2008,irl,irl2008,d6,0.0899,High income,Ireland2008,47.583,36.41728788,3.862475555,8905460,1.784172633,0.1964,0.4254,0.3734,0.30203,0.530432582,5.448490143,17.03395,80.09512195,-0.288230556,160.0394442
Italy,2008,ita,ita2008,d6,0.09145,High income,Italy2008,37.708,36.41728788,3.629872274,118424501,1.030426034,0.19,0.6426,0.1186,0.332845,0.514003694,4.387949944,16.746737,81.48536585,0.648777981,54.4928758
Latvia,2008,lva,lva2008,d6,0.0878,High income,Latvia2008,21.441,36.41728788,3.065304977,4343129,1.671285719,0.0432,0.729,0.2214,0.36332,0.571724534,5.381169796,13.88248,72.4195122,1.307243022,91.17645536
Lithuania,2008,ltu,ltu2008,d6,0.0869,High income,Lithuania2008,23.4535,36.41728788,3.155019737,6427494,1.474892773,0.0978,0.4272,0.4532,0.34778,0.530832946,4.839900017,21.067631,71.81219512,0.220302276,126.8490876
Luxembourg,2008,lux,lux2008,d6,0.0887,High income,Luxembourg2008,95.5645,36.41728788,4.559801412,970508,3.030635406,0.2176,0.5352,0.2472,0.31796,0.562731802,,,80.53902439,-0.173363699,292.2134808
Malta,2008,mlt,mlt2008,d6,0.0932,High income,Malta2008,28.405,36.41728788,3.346565186,409493,0.970292899,0.2006,0.6016,0.1792,0.28445,0.529077768,5.501210213,,79.63658537,0.369531329,298.8180623
Mexico,2008,mex,mex2008,d6,0.0694,Upper middle income,Mexico2008,16.5025,12.736,2.803511885,224477081,0.74127107,0.218,0.4578,0.1156,0.4949,0.358926594,4.82006979,26.20514,75.194,-0.131607733,57.77703093
Netherlands,2008,nld,nld2008,d6,0.0918,High income,Netherlands2008,47.3565,36.41728788,3.857704086,33136839,1.25247236,0.1196,0.6216,0.2392,0.28567,0.586807072,5.029049873,14.808342,80.25121951,-0.636311201,131.059892
Norway,2008,nor,nor2008,d6,0.0933,High income,Norway2008,64.5455,36.41728788,4.167370401,9542423,2.153976378,0.004,0.6988,0.2938,0.26377,0.465508521,6.285220146,7.221411,80.59268293,-0.526090473,74.8893594
Panama,2008,pan,pan2008,d6,0.0695,High income,Panama2008,15.1135,36.41728788,2.715588384,7032472,1.169486443,0.256,0.4284,0.1636,0.51118,0.376381129,3.50229001,27.76647,76.414,0.80176428,166.6981463
Paraguay,2008,pry,pry2008,d6,0.06835,Upper middle income,Paraguay2008,9.0535,12.736,2.203151423,12128413,0.557094891,0.322,0.3208,0.0994,0.49468,0.435925245,,20.64257,72.251,-0.363343423,80.77757466
Peru,2008,per,per2008,d6,0.077,Upper middle income,Peru2008,9.336,12.736,2.233877895,57204300,0.620289459,0.1226,0.4878,0.1834,0.471915,0.431354672,2.867749929,22.101348,73.826,1.51137049,58.43376739
Poland,2008,pol,pol2008,d6,0.0899,High income,Poland2008,20.2775,36.41728788,3.009511897,76682473,2.349457551,0.0434,0.7582,0.1978,0.32658,0.58587414,5.042399883,26.052563,75.54390244,0.108014037,80.90576094
Portugal,2008,prt,prt2008,d6,0.0843,High income,Portugal2008,27.4205,36.41728788,3.311290909,21247411,1.901699723,0.1324,0.3518,0.1394,0.35673,0.626674235,4.696090221,24.62702,78.52439024,-0.235391558,72.07574292
Slovakia,2008,svk,svk2008,d6,0.0954,High income,Slovakia2008,25.289,36.41728788,3.230369519,10798218,1.497040156,0.0228,0.7942,0.1782,0.25449,0.503806055,3.521650076,,74.70487805,-0.92266157,162.0708566
Slovenia,2008,svn,svn2008,d6,0.0961,High income,Slovenia2008,31.0995,36.41728788,3.437191742,4047587,1.347277387,0.032,0.7874,0.1766,0.23202,0.644904971,5.109519958,,78.76585366,-1.304520367,134.7315216
South Africa,2008,zaf,zaf2008,d6,0.0366,Upper middle income,South Africa2008,12.066,12.736,2.49039158,100191601,0.783180456,0.1446,0.6002,0.0602,0.67294,0.515515029,4.866000175,17.285327,55.36,-2.707564799,65.9745238
Spain,2008,esp,esp2008,d6,0.0914,High income,Spain2008,34.105,36.41728788,3.529444001,92066618,1.199414336,0.1514,0.4932,0.2418,0.33493,0.599291563,4.528059959,22.982277,81.17560976,1.060406288,55.98333004
Sweden,2008,swe,swe2008,d6,0.0928,High income,Sweden2008,43.437,36.41728788,3.771311612,18473323,1.762730036,0.1452,0.5692,0.2856,0.27448,0.537469804,6.344550133,10.897975,81.1,-0.276668265,92.56415043
Switzerland,2008,che,che2008,d6,0.0892,High income,Switzerland2008,56.941,36.41728788,4.042015644,7622826,1.159011275,0.077,0.6576,0.246,0.32939,0.654553413,4.731929779,9.169031,81.99268293,0.19565348,115.1367451
United Kingdom,2008,gbr,gbr2008,d6,0.0882,High income,United Kingdom2008,37.882,36.41728788,3.634476065,124221317,1.469052448,0,0.718,0.2816,0.33347,0.595150769,4.905139923,6.110688,79.6,0.386631858,56.22129011
Uruguay,2008,ury,ury2008,d6,0.075931972,High income,Uruguay2008,15.332,36.41728788,2.729942148,10031266,1.125339512,0.3534,0.439,0.0926,0.441318363,0.473971903,,18.010189,76.437,0.929773143,65.20809501
Venezuela,2008,ven,ven2008,d6,0.085,Upper middle income,Venezuela2008,18.061,12.736,2.893754917,55777527,0.752730717,0.1532,0.529,0.1736,0.3695,0.37031287,,30.839573,73.071,0.994128915,51.82901238
Argentina,2008,arg,arg2008,d7,0.0988,Upper middle income,Argentina2008,18.576,12.736,2.921870425,40080160,1.345786359,0.3408,0.357,0.1528,0.422675,0.403679103,4.844409943,14.920021,74.952,2.038340827,40.40267338
Australia,2008,aus,aus2008,d7,0.1021,High income,Australia2008,41.214,36.41728788,3.718778004,42674785,1.255794669,0.0666,0.6158,0.3092,0.34539,0.569114029,4.637760162,6.585433,81.39512195,0.427923742,42.88502151
Austria,2008,aut,aut2008,d7,0.1056,High income,Austria2008,44.343,36.41728788,3.791954861,16679979,1.495655877,0.1162,0.6772,0.2066,0.29701,0.562085688,5.263959885,4.035658,80.43170732,-0.327794794,102.0736827
Belgium,2008,bel,bel2008,d7,0.1055,High income,Belgium2008,41.353,36.41728788,3.72214497,21557937,1.596047394,0.1356,0.6042,0.23,0.27673,0.618209302,6.332940102,16.542078,79.6804878,-0.431438756,161.0884478
Bolivia,2008,bol,bol2008,d7,0.09165,Lower middle income,Bolivia2008,5.1585,4.947625,1.64064584,19321312,0.627581152,0.1542,0.4872,0.1304,0.496485,0.451006353,,24.381922,66.937,1.102829651,82.8670212
Brazil,2008,bra,bra2008,d7,0.0822,Upper middle income,Brazil2008,13.84,12.736,2.62756295,385009381,0.739348569,0.2206,0.447,0.09,0.5217,0.549669921,5.268839836,27.372047,72.966,-0.59857859,27.25756936
Bulgaria,2008,bgr,bgr2008,d7,0.1039,Upper middle income,Bulgaria2008,15.3915,12.736,2.733815409,15034415,1.883344527,0.0572,0.7022,0.2158,0.32865,0.497731388,4.222380161,18.306453,72.96341463,0.524221962,124.7858857
Colombia,2008,col,col2008,d7,0.08075,Upper middle income,Colombia2008,10.526,12.736,2.353848387,178959604,0.733626114,0.2788,0.3432,0.1454,0.546685,0.461115152,3.938780069,23.878588,74.962,-0.440693946,39.16764942
Costa Rica,2008,cri,cri2008,d7,0.08875,Upper middle income,Costa Rica2008,12.7865,12.736,2.548389927,8892631,0.904014092,0.3648,0.3058,0.1542,0.47501,0.575477958,4.886970043,33.019276,78.491,0.463341501,86.40151271
