"state","year","sce","MODEL","ssp_gdp_pc"
"NM",2080,"SSP1","PIK GDP-32",73.25874
"NM",2080,"SSP2","GCAM-USA",79.33876
"NM",2080,"SSP3","IIASA GDP",74.36572
"NM",2080,"SSP3","OECD Env-Growth",74.78224
"NM",2080,"SSP3","PIK GDP-32",59.12507
"NM",2080,"SSP4","IIASA GDP",82.31861
"NM",2080,"SSP4","OECD Env-Growth",99.51386
"NM",2080,"SSP4","PIK GDP-32",85.21539
"NM",2080,"SSP5","IIASA GDP",106.701
"NM",2080,"SSP5","OECD Env-Growth",124.0137
"NM",2080,"SSP5","PIK GDP-32",102.3102
"NM",2081,"SSP1","IIASA GDP",85.12541
"NM",2081,"SSP1","OECD Env-Growth",93.08919
"NM",2081,"SSP1","PIK GDP-32",73.92192
"NM",2081,"SSP2","GCAM-USA",80.11469
"NM",2081,"SSP3","IIASA GDP",75.13349
"NM",2081,"SSP3","OECD Env-Growth",75.24102
"NM",2081,"SSP3","PIK GDP-32",59.33567
"NM",2081,"SSP4","IIASA GDP",83.15918
"NM",2081,"SSP4","OECD Env-Growth",100.7996
"NM",2081,"SSP4","PIK GDP-32",86.00492
"NM",2081,"SSP5","IIASA GDP",108.314
"NM",2081,"SSP5","OECD Env-Growth",126.3383
"NM",2081,"SSP5","PIK GDP-32",104.253
"NM",2082,"SSP1","IIASA GDP",86.07545
"NM",2082,"SSP1","OECD Env-Growth",94.13609
"NM",2082,"SSP1","PIK GDP-32",74.58511
"NM",2082,"SSP2","GCAM-USA",80.88058
"NM",2082,"SSP3","IIASA GDP",75.90126
"NM",2082,"SSP3","OECD Env-Growth",75.6998
"NM",2082,"SSP3","PIK GDP-32",59.54627
"NM",2082,"SSP4","IIASA GDP",83.99976
"NM",2082,"SSP4","OECD Env-Growth",102.0853
"NM",2082,"SSP4","PIK GDP-32",86.79445
"NM",2082,"SSP5","IIASA GDP",109.9271
"NM",2082,"SSP5","OECD Env-Growth",128.6629
"NM",2082,"SSP5","PIK GDP-32",106.1958
"NM",2083,"SSP1","IIASA GDP",87.02549
"NM",2083,"SSP1","OECD Env-Growth",95.18299
"NM",2083,"SSP1","PIK GDP-32",75.24829
"NM",2083,"SSP2","GCAM-USA",81.63682
"NM",2083,"SSP3","IIASA GDP",76.66903
"NM",2083,"SSP3","OECD Env-Growth",76.15857
"NM",2083,"SSP3","PIK GDP-32",59.75687
"NM",2083,"SSP4","IIASA GDP",84.84034
"NM",2083,"SSP4","OECD Env-Growth",103.371
"NM",2083,"SSP4","PIK GDP-32",87.58397
"NM",2083,"SSP5","IIASA GDP",111.5401
"NM",2083,"SSP5","OECD Env-Growth",130.9875
"NM",2083,"SSP5","PIK GDP-32",108.1386
"NM",2084,"SSP1","IIASA GDP",87.97553
"NM",2084,"SSP1","OECD Env-Growth",96.22989
"NM",2084,"SSP1","PIK GDP-32",75.91148
"NM",2084,"SSP2","GCAM-USA",82.38216
"NM",2084,"SSP3","IIASA GDP",77.4368
"NM",2084,"SSP3","OECD Env-Growth",76.61735
"NM",2084,"SSP3","PIK GDP-32",59.96746
"NM",2084,"SSP4","IIASA GDP",85.68092
"NM",2084,"SSP4","OECD Env-Growth",104.6568
"NM",2084,"SSP4","PIK GDP-32",88.3735
"NM",2084,"SSP5","IIASA GDP",113.1532
"NM",2084,"SSP5","OECD Env-Growth",133.3121
"NM",2084,"SSP5","PIK GDP-32",110.0814
"NM",2085,"SSP1","IIASA GDP",88.92557
"NM",2085,"SSP1","OECD Env-Growth",97.27679
"NM",2085,"SSP1","PIK GDP-32",76.57466
"NM",2085,"SSP2","GCAM-USA",83.11701
"NM",2085,"SSP3","IIASA GDP",78.20457
"NM",2085,"SSP3","OECD Env-Growth",77.07612
"NM",2085,"SSP3","PIK GDP-32",60.17806
"NM",2085,"SSP4","IIASA GDP",86.52149
"NM",2085,"SSP4","OECD Env-Growth",105.9425
"NM",2085,"SSP4","PIK GDP-32",89.16303
"NM",2085,"SSP5","IIASA GDP",114.7662
"NM",2085,"SSP5","OECD Env-Growth",135.6367
"NM",2085,"SSP5","PIK GDP-32",112.0242
"NM",2086,"SSP1","IIASA GDP",89.82747
"NM",2086,"SSP1","OECD Env-Growth",98.30739
"NM",2086,"SSP1","PIK GDP-32",77.25001
"NM",2086,"SSP2","GCAM-USA",83.84013
"NM",2086,"SSP3","IIASA GDP",78.93977
"NM",2086,"SSP3","OECD Env-Growth",77.47174
"NM",2086,"SSP3","PIK GDP-32",60.36292
"NM",2086,"SSP4","IIASA GDP",87.31232
"NM",2086,"SSP4","OECD Env-Growth",107.221
"NM",2086,"SSP4","PIK GDP-32",89.9031
"NM",2086,"SSP5","IIASA GDP",116.3615
"NM",2086,"SSP5","OECD Env-Growth",138.0575
"NM",2086,"SSP5","PIK GDP-32",114.1786
"NM",2087,"SSP1","IIASA GDP",90.72938
"NM",2087,"SSP1","OECD Env-Growth",99.338
"NM",2087,"SSP1","PIK GDP-32",77.92535
"NM",2087,"SSP2","GCAM-USA",84.55193
"NM",2087,"SSP3","IIASA GDP",79.67497
"NM",2087,"SSP3","OECD Env-Growth",77.86736
"NM",2087,"SSP3","PIK GDP-32",60.54777
"NM",2087,"SSP4","IIASA GDP",88.10314
"NM",2087,"SSP4","OECD Env-Growth",108.4995
"NM",2087,"SSP4","PIK GDP-32",90.64318
"NM",2087,"SSP5","IIASA GDP",117.9567
"NM",2087,"SSP5","OECD Env-Growth",140.4783
"NM",2087,"SSP5","PIK GDP-32",116.3331
"NM",2088,"SSP1","IIASA GDP",91.63128
"NM",2088,"SSP1","OECD Env-Growth",100.3686
"NM",2088,"SSP1","PIK GDP-32",78.60069
"NM",2088,"SSP2","GCAM-USA",85.25118
"NM",2088,"SSP3","IIASA GDP",80.41016
"NM",2088,"SSP3","OECD Env-Growth",78.26298
"NM",2088,"SSP3","PIK GDP-32",60.73263
"NM",2088,"SSP4","IIASA GDP",88.89396
"NM",2088,"SSP4","OECD Env-Growth",109.778
"NM",2088,"SSP4","PIK GDP-32",91.38325
"NM",2088,"SSP5","IIASA GDP",119.5519
"NM",2088,"SSP5","OECD Env-Growth",142.8991
"NM",2088,"SSP5","PIK GDP-32",118.4875
"NM",2089,"SSP1","IIASA GDP",92.53318
"NM",2089,"SSP1","OECD Env-Growth",101.3992
"NM",2089,"SSP1","PIK GDP-32",79.27604
"NM",2089,"SSP2","GCAM-USA",85.9383
"NM",2089,"SSP3","IIASA GDP",81.14536
"NM",2089,"SSP3","OECD Env-Growth",78.6586
"NM",2089,"SSP3","PIK GDP-32",60.91748
"NM",2089,"SSP4","IIASA GDP",89.68478
"NM",2089,"SSP4","OECD Env-Growth",111.0565
"NM",2089,"SSP4","PIK GDP-32",92.12333
"NM",2089,"SSP5","IIASA GDP",121.1471
"NM",2089,"SSP5","OECD Env-Growth",145.32
"NM",2089,"SSP5","PIK GDP-32",120.6419
"NM",2090,"SSP1","IIASA GDP",93.43508
"NM",2090,"SSP1","OECD Env-Growth",102.4298
"NM",2090,"SSP1","PIK GDP-32",79.95138
"NM",2090,"SSP2","GCAM-USA",86.61206
"NM",2090,"SSP3","IIASA GDP",81.88055
"NM",2090,"SSP3","OECD Env-Growth",79.05422
"NM",2090,"SSP3","PIK GDP-32",61.10234
"NM",2090,"SSP4","IIASA GDP",90.4756
"NM",2090,"SSP4","OECD Env-Growth",112.3349
"NM",2090,"SSP4","PIK GDP-32",92.8634
"NM",2090,"SSP5","IIASA GDP",122.7424
"NM",2090,"SSP5","OECD Env-Growth",147.7408
"NM",2090,"SSP5","PIK GDP-32",122.7963
"NM",2091,"SSP1","IIASA GDP",94.28624
"NM",2091,"SSP1","OECD Env-Growth",103.4477
"NM",2091,"SSP1","PIK GDP-32",80.62013
"NM",2091,"SSP2","GCAM-USA",87.27291
"NM",2091,"SSP3","IIASA GDP",82.57426
"NM",2091,"SSP3","OECD Env-Growth",79.39331
"NM",2091,"SSP3","PIK GDP-32",61.25818
"NM",2091,"SSP4","IIASA GDP",91.20122
"NM",2091,"SSP4","OECD Env-Growth",113.6003
"NM",2091,"SSP4","PIK GDP-32",93.5514
"NM",2091,"SSP5","IIASA GDP",124.3219
"NM",2091,"SSP5","OECD Env-Growth",150.2621
"NM",2091,"SSP5","PIK GDP-32",125.104
"NM",2092,"SSP1","IIASA GDP",95.13739
"NM",2092,"SSP1","OECD Env-Growth",104.4656
"NM",2092,"SSP1","PIK GDP-32",81.28887
"NM",2092,"SSP2","GCAM-USA",87.9196
"NM",2092,"SSP3","IIASA GDP",83.26797
"NM",2092,"SSP3","OECD Env-Growth",79.7324
"NM",2092,"SSP3","PIK GDP-32",61.41402
"NM",2092,"SSP4","IIASA GDP",91.92683
"NM",2092,"SSP4","OECD Env-Growth",114.8656
"NM",2092,"SSP4","PIK GDP-32",94.2394
"NM",2092,"SSP5","IIASA GDP",125.9014
"NM",2092,"SSP5","OECD Env-Growth",152.7834
"NM",2092,"SSP5","PIK GDP-32",127.4116
"NM",2093,"SSP1","IIASA GDP",95.98854
"NM",2093,"SSP1","OECD Env-Growth",105.4835
"NM",2093,"SSP1","PIK GDP-32",81.95761
"NM",2093,"SSP2","GCAM-USA",88.55262
"NM",2093,"SSP3","IIASA GDP",83.96168
"NM",2093,"SSP3","OECD Env-Growth",80.07149
"NM",2093,"SSP3","PIK GDP-32",61.56987
"NM",2093,"SSP4","IIASA GDP",92.65244
"NM",2093,"SSP4","OECD Env-Growth",116.1309
"NM",2093,"SSP4","PIK GDP-32",94.9274
"NM",2093,"SSP5","IIASA GDP",127.4809
"NM",2093,"SSP5","OECD Env-Growth",155.3046
"NM",2093,"SSP5","PIK GDP-32",129.7192
"NM",2094,"SSP1","IIASA GDP",96.8397
"NM",2094,"SSP1","OECD Env-Growth",106.5014
"NM",2094,"SSP1","PIK GDP-32",82.62635
"NM",2094,"SSP2","GCAM-USA",89.17072
"NM",2094,"SSP3","IIASA GDP",84.65539
"NM",2094,"SSP3","OECD Env-Growth",80.41058
"NM",2094,"SSP3","PIK GDP-32",61.72571
"NM",2094,"SSP4","IIASA GDP",93.37806
"NM",2094,"SSP4","OECD Env-Growth",117.3962
"NM",2094,"SSP4","PIK GDP-32",95.6154
"NM",2094,"SSP5","IIASA GDP",129.0604
"NM",2094,"SSP5","OECD Env-Growth",157.8259
"NM",2094,"SSP5","PIK GDP-32",132.0269
"NM",2095,"SSP1","IIASA GDP",97.69085
"NM",2095,"SSP1","OECD Env-Growth",107.5193
"NM",2095,"SSP1","PIK GDP-32",83.2951
"NM",2095,"SSP2","GCAM-USA",89.7744
"NM",2095,"SSP3","IIASA GDP",85.3491
"NM",2095,"SSP3","OECD Env-Growth",80.74966
"NM",2095,"SSP3","PIK GDP-32",61.88155
"NM",2095,"SSP4","IIASA GDP",94.10367
"NM",2095,"SSP4","OECD Env-Growth",118.6615
"NM",2095,"SSP4","PIK GDP-32",96.3034
"NM",2095,"SSP5","IIASA GDP",130.64
"NM",2095,"SSP5","OECD Env-Growth",160.3472
"NM",2095,"SSP5","PIK GDP-32",134.3345
"NM",2096,"SSP1","IIASA GDP",98.48363
"NM",2096,"SSP1","OECD Env-Growth",108.5036
"NM",2096,"SSP1","PIK GDP-32",83.92896
"NM",2096,"SSP2","GCAM-USA",90.36243
"NM",2096,"SSP3","IIASA GDP",85.98325
"NM",2096,"SSP3","OECD Env-Growth",80.99863
"NM",2096,"SSP3","PIK GDP-32",61.94414
"NM",2096,"SSP4","IIASA GDP",94.74851
"NM",2096,"SSP4","OECD Env-Growth",119.8658
"NM",2096,"SSP4","PIK GDP-32",96.86551
"NM",2096,"SSP5","IIASA GDP",132.188
"NM",2096,"SSP5","OECD Env-Growth",162.9737
"NM",2096,"SSP5","PIK GDP-32",136.8027
"NM",2097,"SSP1","IIASA GDP",99.27641
"NM",2097,"SSP1","OECD Env-Growth",109.488
"NM",2097,"SSP1","PIK GDP-32",84.56283
"NM",2097,"SSP2","GCAM-USA",90.93532
"NM",2097,"SSP3","IIASA GDP",86.6174
"NM",2097,"SSP3","OECD Env-Growth",81.24759
"NM",2097,"SSP3","PIK GDP-32",62.00673
"NM",2097,"SSP4","IIASA GDP",95.39336
"NM",2097,"SSP4","OECD Env-Growth",121.07
"NM",2097,"SSP4","PIK GDP-32",97.42763
"NM",2097,"SSP5","IIASA GDP",133.7359
"NM",2097,"SSP5","OECD Env-Growth",165.6003
"NM",2097,"SSP5","PIK GDP-32",139.271
"NM",2098,"SSP1","IIASA GDP",100.0692
"NM",2098,"SSP1","OECD Env-Growth",110.4724
"NM",2098,"SSP1","PIK GDP-32",85.1967
"NM",2098,"SSP2","GCAM-USA",91.49185
"NM",2098,"SSP3","IIASA GDP",87.25156
"NM",2098,"SSP3","OECD Env-Growth",81.49655
"NM",2098,"SSP3","PIK GDP-32",62.06932
"NM",2098,"SSP4","IIASA GDP",96.0382
"NM",2098,"SSP4","OECD Env-Growth",122.2743
"NM",2098,"SSP4","PIK GDP-32",97.98975
"NM",2098,"SSP5","IIASA GDP",135.2839
"NM",2098,"SSP5","OECD Env-Growth",168.2268
"NM",2098,"SSP5","PIK GDP-32",141.7392
"NM",2099,"SSP1","IIASA GDP",100.862
"NM",2099,"SSP1","OECD Env-Growth",111.4567
"NM",2099,"SSP1","PIK GDP-32",85.83056
"NM",2099,"SSP2","GCAM-USA",92.03256
"NM",2099,"SSP3","IIASA GDP",87.88571
"NM",2099,"SSP3","OECD Env-Growth",81.74551
"NM",2099,"SSP3","PIK GDP-32",62.1319
"NM",2099,"SSP4","IIASA GDP",96.68305
"NM",2099,"SSP4","OECD Env-Growth",123.4785
"NM",2099,"SSP4","PIK GDP-32",98.55186
"NM",2099,"SSP5","IIASA GDP",136.8319
"NM",2099,"SSP5","OECD Env-Growth",170.8533
"NM",2099,"SSP5","PIK GDP-32",144.2075
"NM",2100,"SSP1","IIASA GDP",101.6548
"NM",2100,"SSP1","OECD Env-Growth",112.4411
"NM",2100,"SSP1","PIK GDP-32",86.46443
"NM",2100,"SSP2","GCAM-USA",92.55623
"NM",2100,"SSP3","IIASA GDP",88.51986
"NM",2100,"SSP3","OECD Env-Growth",81.99447
"NM",2100,"SSP3","PIK GDP-32",62.19449
"NM",2100,"SSP4","IIASA GDP",97.32789
"NM",2100,"SSP4","OECD Env-Growth",124.6828
"NM",2100,"SSP4","PIK GDP-32",99.11398
"NM",2100,"SSP5","IIASA GDP",138.3799
"NM",2100,"SSP5","OECD Env-Growth",173.4799
"NM",2100,"SSP5","PIK GDP-32",146.6757
"NV",2020,"SSP1","IIASA GDP",32.95559
"NV",2020,"SSP1","OECD Env-Growth",32.95559
"NV",2020,"SSP1","PIK GDP-32",32.95559
"NV",2020,"SSP2","GCAM-USA",32.95559
"NV",2020,"SSP3","IIASA GDP",32.95559
"NV",2020,"SSP3","OECD Env-Growth",32.95559
"NV",2020,"SSP3","PIK GDP-32",32.95559
"NV",2020,"SSP4","IIASA GDP",32.95559
"NV",2020,"SSP4","OECD Env-Growth",32.95559
"NV",2020,"SSP4","PIK GDP-32",32.95559
"NV",2020,"SSP5","IIASA GDP",32.95559
"NV",2020,"SSP5","OECD Env-Growth",32.95559
"NV",2020,"SSP5","PIK GDP-32",32.95559
"NV",2021,"SSP1","IIASA GDP",33.665
"NV",2021,"SSP1","OECD Env-Growth",33.82752
"NV",2021,"SSP1","PIK GDP-32",33.60345
"NV",2021,"SSP2","GCAM-USA",33.68787
"NV",2021,"SSP3","IIASA GDP",33.46929
"NV",2021,"SSP3","OECD Env-Growth",33.66316
"NV",2021,"SSP3","PIK GDP-32",33.52783
"NV",2021,"SSP4","IIASA GDP",33.80425
"NV",2021,"SSP4","OECD Env-Growth",33.84509
"NV",2021,"SSP4","PIK GDP-32",33.94496
"NV",2021,"SSP5","IIASA GDP",33.72242
"NV",2021,"SSP5","OECD Env-Growth",33.92595
"NV",2021,"SSP5","PIK GDP-32",33.60165
"NV",2022,"SSP1","IIASA GDP",34.3744
"NV",2022,"SSP1","OECD Env-Growth",34.69945
"NV",2022,"SSP1","PIK GDP-32",34.2513
"NV",2022,"SSP2","GCAM-USA",34.4226
"NV",2022,"SSP3","IIASA GDP",33.98299
"NV",2022,"SSP3","OECD Env-Growth",34.37073
"NV",2022,"SSP3","PIK GDP-32",34.10006
"NV",2022,"SSP4","IIASA GDP",34.65291
"NV",2022,"SSP4","OECD Env-Growth",34.73459
"NV",2022,"SSP4","PIK GDP-32",34.93433
"NV",2022,"SSP5","IIASA GDP",34.48924
"NV",2022,"SSP5","OECD Env-Growth",34.89631
"NV",2022,"SSP5","PIK GDP-32",34.2477
"NV",2023,"SSP1","IIASA GDP",35.08381
"NV",2023,"SSP1","OECD Env-Growth",35.57138
"NV",2023,"SSP1","PIK GDP-32",34.89915
"NV",2023,"SSP2","GCAM-USA",35.15959
"NV",2023,"SSP3","IIASA GDP",34.49669
"NV",2023,"SSP3","OECD Env-Growth",35.0783
"NV",2023,"SSP3","PIK GDP-32",34.6723
"NV",2023,"SSP4","IIASA GDP",35.50157
"NV",2023,"SSP4","OECD Env-Growth",35.62409
"NV",2023,"SSP4","PIK GDP-32",35.9237
"NV",2023,"SSP5","IIASA GDP",35.25607
"NV",2023,"SSP5","OECD Env-Growth",35.86668
"NV",2023,"SSP5","PIK GDP-32",34.89375
"NV",2024,"SSP1","IIASA GDP",35.79321
"NV",2024,"SSP1","OECD Env-Growth",36.44331
"NV",2024,"SSP1","PIK GDP-32",35.54701
"NV",2024,"SSP2","GCAM-USA",35.89794
"NV",2024,"SSP3","IIASA GDP",35.01039
"NV",2024,"SSP3","OECD Env-Growth",35.78587
"NV",2024,"SSP3","PIK GDP-32",35.24453
"NV",2024,"SSP4","IIASA GDP",36.35023
"NV",2024,"SSP4","OECD Env-Growth",36.51359
"NV",2024,"SSP4","PIK GDP-32",36.91307
"NV",2024,"SSP5","IIASA GDP",36.02289
"NV",2024,"SSP5","OECD Env-Growth",36.83704
"NV",2024,"SSP5","PIK GDP-32",35.5398
"NV",2025,"SSP1","IIASA GDP",36.50262
"NV",2025,"SSP1","OECD Env-Growth",37.31524
"NV",2025,"SSP1","PIK GDP-32",36.19486
"NV",2025,"SSP2","GCAM-USA",36.63744
"NV",2025,"SSP3","IIASA GDP",35.52409
"NV",2025,"SSP3","OECD Env-Growth",36.49344
"NV",2025,"SSP3","PIK GDP-32",35.81677
"NV",2025,"SSP4","IIASA GDP",37.19889
"NV",2025,"SSP4","OECD Env-Growth",37.40309
"NV",2025,"SSP4","PIK GDP-32",37.90244
"NV",2025,"SSP5","IIASA GDP",36.78972
"NV",2025,"SSP5","OECD Env-Growth",37.8074
"NV",2025,"SSP5","PIK GDP-32",36.18585
"NV",2026,"SSP1","IIASA GDP",37.27623
"NV",2026,"SSP1","OECD Env-Growth",38.24617
"NV",2026,"SSP1","PIK GDP-32",36.89203
"NV",2026,"SSP2","GCAM-USA",37.37715
"NV",2026,"SSP3","IIASA GDP",36.1376
"NV",2026,"SSP3","OECD Env-Growth",37.21365
"NV",2026,"SSP3","PIK GDP-32",36.43827
"NV",2026,"SSP4","IIASA GDP",37.97029
"NV",2026,"SSP4","OECD Env-Growth",38.38685
"NV",2026,"SSP4","PIK GDP-32",38.76196
"NV",2026,"SSP5","IIASA GDP",37.69493
"NV",2026,"SSP5","OECD Env-Growth",38.90438
"NV",2026,"SSP5","PIK GDP-32",36.9617
"NV",2027,"SSP1","IIASA GDP",38.04984
"NV",2027,"SSP1","OECD Env-Growth",39.17709
"NV",2027,"SSP1","PIK GDP-32",37.58919
"NV",2027,"SSP2","GCAM-USA",38.11684
"NV",2027,"SSP3","IIASA GDP",36.75111
"NV",2027,"SSP3","OECD Env-Growth",37.93386
"NV",2027,"SSP3","PIK GDP-32",37.05978
"NV",2027,"SSP4","IIASA GDP",38.74169
"NV",2027,"SSP4","OECD Env-Growth",39.37061
"NV",2027,"SSP4","PIK GDP-32",39.62148
"NV",2027,"SSP5","IIASA GDP",38.60013
"NV",2027,"SSP5","OECD Env-Growth",40.00136
"NV",2027,"SSP5","PIK GDP-32",37.73756
"NV",2028,"SSP1","IIASA GDP",38.82345
"NV",2028,"SSP1","OECD Env-Growth",40.10802
"NV",2028,"SSP1","PIK GDP-32",38.28635
"NV",2028,"SSP2","GCAM-USA",38.85554
"NV",2028,"SSP3","IIASA GDP",37.36462
"NV",2028,"SSP3","OECD Env-Growth",38.65407
"NV",2028,"SSP3","PIK GDP-32",37.68128
"NV",2028,"SSP4","IIASA GDP",39.51309
"NV",2028,"SSP4","OECD Env-Growth",40.35438
"NV",2028,"SSP4","PIK GDP-32",40.48101
"NV",2028,"SSP5","IIASA GDP",39.50534
"NV",2028,"SSP5","OECD Env-Growth",41.09833
"NV",2028,"SSP5","PIK GDP-32",38.51341
"NV",2029,"SSP1","IIASA GDP",39.59706
"NV",2029,"SSP1","OECD Env-Growth",41.03894
"NV",2029,"SSP1","PIK GDP-32",38.98352
"NV",2029,"SSP2","GCAM-USA",39.59302
"NV",2029,"SSP3","IIASA GDP",37.97813
"NV",2029,"SSP3","OECD Env-Growth",39.37428
"NV",2029,"SSP3","PIK GDP-32",38.30278
"NV",2029,"SSP4","IIASA GDP",40.28449
"NV",2029,"SSP4","OECD Env-Growth",41.33814
"NV",2029,"SSP4","PIK GDP-32",41.34053
"NV",2029,"SSP5","IIASA GDP",40.41055
"NV",2029,"SSP5","OECD Env-Growth",42.19531
"NV",2029,"SSP5","PIK GDP-32",39.28926
"NV",2030,"SSP1","IIASA GDP",40.37066
"NV",2030,"SSP1","OECD Env-Growth",41.96987
"NV",2030,"SSP1","PIK GDP-32",39.68068
"NV",2030,"SSP2","GCAM-USA",40.32826
"NV",2030,"SSP3","IIASA GDP",38.59165
"NV",2030,"SSP3","OECD Env-Growth",40.09449
"NV",2030,"SSP3","PIK GDP-32",38.92429
"NV",2030,"SSP4","IIASA GDP",41.05589
"NV",2030,"SSP4","OECD Env-Growth",42.3219
"NV",2030,"SSP4","PIK GDP-32",42.20006
"NV",2030,"SSP5","IIASA GDP",41.31576
"NV",2030,"SSP5","OECD Env-Growth",43.29229
"NV",2030,"SSP5","PIK GDP-32",40.06511
"NV",2031,"SSP1","IIASA GDP",41.09122
"NV",2031,"SSP1","OECD Env-Growth",42.88254
"NV",2031,"SSP1","PIK GDP-32",40.29452
"NV",2031,"SSP2","GCAM-USA",40.90496
"NV",2031,"SSP3","IIASA GDP",39.13203
"NV",2031,"SSP3","OECD Env-Growth",40.74609
"NV",2031,"SSP3","PIK GDP-32",39.42358
"NV",2031,"SSP4","IIASA GDP",41.73203
"NV",2031,"SSP4","OECD Env-Growth",43.29436
"NV",2031,"SSP4","PIK GDP-32",42.98155
"NV",2031,"SSP5","IIASA GDP",42.24698
"NV",2031,"SSP5","OECD Env-Growth",44.44108
"NV",2031,"SSP5","PIK GDP-32",40.83258
"NV",2032,"SSP1","IIASA GDP",41.81177
"NV",2032,"SSP1","OECD Env-Growth",43.79522
"NV",2032,"SSP1","PIK GDP-32",40.90836
"NV",2032,"SSP2","GCAM-USA",41.6073
"NV",2032,"SSP3","IIASA GDP",39.67241
"NV",2032,"SSP3","OECD Env-Growth",41.39769
"NV",2032,"SSP3","PIK GDP-32",39.92288
"NV",2032,"SSP4","IIASA GDP",42.40817
"NV",2032,"SSP4","OECD Env-Growth",44.26683
"NV",2032,"SSP4","PIK GDP-32",43.76304
"NV",2032,"SSP5","IIASA GDP",43.17819
"NV",2032,"SSP5","OECD Env-Growth",45.58987
"NV",2032,"SSP5","PIK GDP-32",41.60006
"NV",2033,"SSP1","IIASA GDP",42.53232
"NV",2033,"SSP1","OECD Env-Growth",44.70789
"NV",2033,"SSP1","PIK GDP-32",41.52221
"NV",2033,"SSP2","GCAM-USA",42.23224
"NV",2033,"SSP3","IIASA GDP",40.21279
"NV",2033,"SSP3","OECD Env-Growth",42.04929
"NV",2033,"SSP3","PIK GDP-32",40.42217
"NV",2033,"SSP4","IIASA GDP",43.08431
"NV",2033,"SSP4","OECD Env-Growth",45.23929
"NV",2033,"SSP4","PIK GDP-32",44.54454
"NV",2033,"SSP5","IIASA GDP",44.10941
"NV",2033,"SSP5","OECD Env-Growth",46.73865
"NV",2033,"SSP5","PIK GDP-32",42.36753
"NV",2034,"SSP1","IIASA GDP",43.25287
"NV",2034,"SSP1","OECD Env-Growth",45.62056
"NV",2034,"SSP1","PIK GDP-32",42.13605
"NV",2034,"SSP2","GCAM-USA",42.94723
"NV",2034,"SSP3","IIASA GDP",40.75317
"NV",2034,"SSP3","OECD Env-Growth",42.70089
"NV",2034,"SSP3","PIK GDP-32",40.92147
"NV",2034,"SSP4","IIASA GDP",43.76045
"NV",2034,"SSP4","OECD Env-Growth",46.21175
"NV",2034,"SSP4","PIK GDP-32",45.32603
"NV",2034,"SSP5","IIASA GDP",45.04063
"NV",2034,"SSP5","OECD Env-Growth",47.88744
"NV",2034,"SSP5","PIK GDP-32",43.13501
"NV",2035,"SSP1","IIASA GDP",43.97342
"NV",2035,"SSP1","OECD Env-Growth",46.53324
"NV",2035,"SSP1","PIK GDP-32",42.74989
"NV",2035,"SSP2","GCAM-USA",43.67905
"NV",2035,"SSP3","IIASA GDP",41.29356
"NV",2035,"SSP3","OECD Env-Growth",43.35249
"NV",2035,"SSP3","PIK GDP-32",41.42076
"NV",2035,"SSP4","IIASA GDP",44.43659
"NV",2035,"SSP4","OECD Env-Growth",47.18422
"NV",2035,"SSP4","PIK GDP-32",46.10753
"NV",2035,"SSP5","IIASA GDP",45.97185
"NV",2035,"SSP5","OECD Env-Growth",49.03623
"NV",2035,"SSP5","PIK GDP-32",43.90248
"NV",2036,"SSP1","IIASA GDP",44.7386
"NV",2036,"SSP1","OECD Env-Growth",47.474
"NV",2036,"SSP1","PIK GDP-32",43.38264
"NV",2036,"SSP2","GCAM-USA",44.26086
"NV",2036,"SSP3","IIASA GDP",41.87818
"NV",2036,"SSP3","OECD Env-Growth",44.04382
"NV",2036,"SSP3","PIK GDP-32",41.89389
"NV",2036,"SSP4","IIASA GDP",45.14313
"NV",2036,"SSP4","OECD Env-Growth",48.18469
"NV",2036,"SSP4","PIK GDP-32",46.91705
"NV",2036,"SSP5","IIASA GDP",47.00833
"NV",2036,"SSP5","OECD Env-Growth",50.24442
"NV",2036,"SSP5","PIK GDP-32",44.76843
"NV",2037,"SSP1","IIASA GDP",45.50378
"NV",2037,"SSP1","OECD Env-Growth",48.41476
"NV",2037,"SSP1","PIK GDP-32",44.01538
"NV",2037,"SSP2","GCAM-USA",45.01506
"NV",2037,"SSP3","IIASA GDP",42.4628
"NV",2037,"SSP3","OECD Env-Growth",44.73516
"NV",2037,"SSP3","PIK GDP-32",42.36702
"NV",2037,"SSP4","IIASA GDP",45.84967
"NV",2037,"SSP4","OECD Env-Growth",49.18515
"NV",2037,"SSP4","PIK GDP-32",47.72658
"NV",2037,"SSP5","IIASA GDP",48.04482
"NV",2037,"SSP5","OECD Env-Growth",51.45262
"NV",2037,"SSP5","PIK GDP-32",45.63437
"NV",2038,"SSP1","IIASA GDP",46.26896
"NV",2038,"SSP1","OECD Env-Growth",49.35552
"NV",2038,"SSP1","PIK GDP-32",44.64813
"NV",2038,"SSP2","GCAM-USA",45.78482
"NV",2038,"SSP3","IIASA GDP",43.04743
"NV",2038,"SSP3","OECD Env-Growth",45.4265
"NV",2038,"SSP3","PIK GDP-32",42.84016
"NV",2038,"SSP4","IIASA GDP",46.55621
"NV",2038,"SSP4","OECD Env-Growth",50.18562
"NV",2038,"SSP4","PIK GDP-32",48.5361
"NV",2038,"SSP5","IIASA GDP",49.0813
"NV",2038,"SSP5","OECD Env-Growth",52.66081
"NV",2038,"SSP5","PIK GDP-32",46.50032
"NV",2039,"SSP1","IIASA GDP",47.03414
